track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,text
6QLspHLCLftSGPa6vNzKuo,Status Quo,In The Army Now,In The Army Now,65,281746,False,0.686,0.722,9,-7.094,0,0.0233,0.101,3.37e-06,0.11,0.904,104.665,4,british,"A vacation in the foreign land  
Uncle Sam does the best he can  
You're in the army now  
Oh, oh, you're in the army, now  
  
Now you remember what the draft man said  
Nothing to do all day but stay in bed  
You're in the army now  
Oh, oh you're in the army, now  
  
You'll be a hero of the neighborhood  
Nobody knows that you left for good  
You're in the army now  
Oh, oh, you're in the army, now  
  
Smiling faces on the way to 'Nam  
But once you get there no one gives a damn  
You're in the army now  
Oh, oh, you're in the army, now  
  
Hand grenades flying over your head  
  
Missiles flying over your head  
If you want to survive, get out of bed  
You're in the army now  
Oh, oh, you're in the army, now  
  
Shots ring out in the dead of night  
The sergeant calls: ""Stand up and fight!""  
You're in the army now  
Oh, oh you're in the army, now  
  
You've got your orders to shoot on sight  
Your finger's on the trigger but it don't seem right  
You're in the army now  
Oh, oh you're in the army, now  
  
Night is falling and you just can't see  
Is this illusion or reality  
You're in the army now  
Oh, oh you

"
2hw47GMKL6LXwp5BJgPxXf,Adele,21,He Won't Go,56,278040,False,0.706,0.57,0,-7.045,0,0.086,0.0225,0.0,0.0754,0.728,159.908,4,british,"Some say, I'll be better without you,  
They don't know you like I do,  
Or at least as far as I thought I knew  
I can't bear this time,  
It drags, as I lose my mind  
Reminded by things I find  
I know some clothes you left behind.  
Wake me up, wake me up when all is done  
I won't rise until this battle's won  
My dignity is become undone  
  
But I won't go  
I can't do it on my own  
If this ain't love, then what is?  
I'm willing to take the risk  
I won't go, I can't do it on my own,  
If this is ain't love, then what is?  
I'm willing to take the risk  
  
So petrified, I'm so scared to step into this right,  
What if I lose my heart and fail, declined  
I won't forgive me if I gave up trying  
I heard his voice today  
I didn't know a single word he said  
Not one resemblance to the man I met  
Just a vacant broken boy instead  
  
But I won't go, I can't do it on my own  
If this ain't love, then what is?  
I'm willing to take the risk  
I won't go, I can't do it on my own  
If this ain't love, then what is?  
I'm willing to take the risk  
  
There will be times, we'll try and give it up  
Bursting at the seams, no doubt  
We almost fall apart and burn to pieces  
So watch them turn to dust  
But nothing will never taint us  
  
I won't go, I can't do it on my own  
If this ain't love, then what is?  
I'm willing to take the risk  
I won't go, I can't do it on my own  
If this ain't love, then what is?  
I'm willing to take the risk  
  
Will he, will he still remember me?  
Will he still love me even when he's free  
Or will he go back to the place where  
He will choose the poison over me?  
When we spoke yesterday  
He said to hold my breath and sit and wait  
I'll be home soon, I won't be late  
  
He won't go  
He can't do it on his own  
If this ain't love, then what is?  
He's willing to take the risk  
So I won't go, He can't do it on his own,  
If this ain't love, then what is?  
I'm willing to take the risk  
  
'Cause he won't go  
He can't do it on his own  
If this ain't love, then what is?  
We're willing to take the risk  
I won't go! I can't do it on my own  
If this ain't love, then what is?  
I'm willing to take the risk

"
0SA1xt4HUX5ny8xfgHOqQI,Adele,19,Daydreamer,54,220506,False,0.807,0.105,9,-13.188,1,0.0412,0.964,0.0,0.103,0.372,109.014,4,british,"Daydreamer  
Sitting on the sea  
Soaking up the sun  
He is a real lover  
And making up the past  
Feeling up his girl  
Like he's never felt a figure before  
  
A jaw dropper  
Looks good when he walks  
Is the subject of their talk  
He would be hard to chase  
But good to catch  
And he could change the world  
With his hands behind his back, oh  
  
You can find him sittin' on your doorstep  
Waiting for a surprise  
And he will feel like he's been there for hours  
And you can tell that he'll be there for life  
  
Daydreamer  
With eyes that make you melt  
He lends his coat for shelter  
Plus he's there for you  
When he shouldn't be  
But he stays all the same  
Waits for you  
Then sees you through  
  
There's no way I  
Could describe him  
What I'll say is  
Just what I'm hoping for  
  
But I will find him sittin' on my doorstep  
Waiting for a surprise  
And he will feel like he's been there for hours  
And I can tell that he'll be there for life  
And I can tell that he'll be there for life

"
113uFE0zMYEm2ZGAUGES6S,Tom Jones,The Collection,Green Green Grass Of Home,40,185200,False,0.539,0.298,8,-17.579,1,0.0267,0.386,1.33e-05,0.112,0.791,95.412,4,british,"The old home town looks the same  
As I step down from the train,  
And there to meet me is my Mama and Papa.  
Down the road I look and there runs Mary  
Hair of gold and lips like cherries.  
  
It's good to touch the green, green grass of home.  
Yes, they'll all come to meet me, arms reaching, smiling sweetly.  
It's good to touch the green, green grass of home.  
  
The old house is still standing tho' the paint is cracked and dry,  
And there's that old oak tree that I used to play on.  
Down the lane I walk with my sweet Mary,  
Hair of gold and lips like cherries.  
It's good to touch the green, green grass of home.  
  
Then I awake and look around me,  
At four grey walls that surround me  
And I realize, yes, I was only dreaming.  
For there's a guard and there's a sad old padre,  
Arm in arm, we'll walk at daybreak.  
Again I touch the green, green grass of home.  
  
Yes, they'll all come to see me  
In the shade of that old oak tree  
As they lay me 'neath the green, green grass of home.

"
2v8B8d17Xxu9uLU5sNiHSL,Tom Jones,Delilah,Delilah,61,204160,False,0.528,0.482,9,-10.939,0,0.027,0.614,0.0,0.549,0.788,95.82,1,british,"I saw the light on the night that I passed by her window  
I saw the flickering shadows of love on her blind  
She was my woman  
As she deceived me I watched and went out of my mind  
  
My my my Delilah  
Why why why Delilah  
I could see, that girl was no good for me  
But I was lost like a slave that no man could free  
  
At break of day when that man drove away I was waiting  
I crossed the street to her house and she opened the door  
She stood there laughing  
I felt the knife in my hand and she laughed no more  
  
My my my Delilah  
Why why why Delilah  
So before they come to break down the door  
Forgive me Delilah I just couldn't take any more  
  
She stood there laughing  
I felt the knife in my hand and she laughed no more  
  
My my my Delilah  
Why why why Delilah  
So before they come to break down the door  
Forgive me Delilah I just couldn't take any more  
  
Forgive me Delilah I just couldn't take any more

"
0hNVjU6JKydHts0SAjHCno,Nick Drake,Bryter Layter,One Of These Things First,60,290733,False,0.604,0.37,4,-18.45,1,0.0362,0.836,0.346,0.0954,0.666,90.339,3,british,"I could have been a sailor, could have been a cook  
A real live lover, could have been a book.  
I could have been a signpost, could have been a clock  
As simple as a kettle, steady as a rock.  
I could be  
Here and now  
I would be, I should be  
But how?  
I could have been  
One of these things first  
I could have been  
One of these things first.  
  
I could have been your pillar, could have been your door  
I could have stayed beside you, could have stayed for more.  
Could have been your statue, could have been your friend,  
A whole long lifetime could have been the end.  
I could be yours so true  
I would be, I should be through and through  
I could have been  
One of these things first  
I could have been  
One of these things first.  
  
I could have been a whistle, could have been a flute  
A real live giver, could have been a boot.  
I could have been a signpost, could have been a clock  
As simple as a kettle, steady as a rock.  
I could be even here  
I would be, I should be so near  
I could have been  
One of these things first  
I could have been  
One of these things first.

"
6EdSN1iGtLPhcz43QDRkdK,The Beatles,Love,Help!,58,138285,False,0.552,0.734,6,-7.126,0,0.0291,0.221,0.0,0.116,0.846,94.887,4,british,"Help!  
Help! I need somebody,  
Help! Not just anybody,  
Help! You know I need someone, help.  
  
When I was younger, so much younger than today,  
I never needed anybody's help in any way.  
But now these days are gone, I'm not so self-assured,  
Now I find I've changed my mind I've opened up the doors.  
  
Help me if you can, I'm feeling down  
And I do appreciate you being around.  
Help me get my feet back on the ground,  
Won't you please, please help me?  
  
And now my life has changed in oh so many ways,  
My independence seems to vanish in the haze.  
But ev'ry now and then I feel so insecure,  
I know that I just need you like I've never done before.  
  
Help me if you can, I'm feeling down  
And I do appreciate you being around.  
Help me get my feet back on the ground,  
Won't you please, please help me?  
  
When I was younger, so much younger than today,  
I never needed anybody's help in any way.  
But now these days are gone, I'm not so self-assured,  
Now I find I've changed my mind I've opened up the doors.  
  
Help me if you can, I'm feeling down  
And I do appreciate you being round.  
Help me, get my feet back on the ground,  
Won't you please,  
Please help me,  
Help me,  
Help me, oh.

"
4zFHwVj4A8s0G5f7aOlpKo,Adele,19,Hometown Glory,62,271226,True,0.436,0.336,10,-8.517,0,0.037,0.962,3.4e-05,0.102,0.21,122.456,4,british,"I've been walking in the same way as I did  
Missing out the cracks in the pavement  
And turning my heel and strutting my feet  
""Is there anything I can do for you dear?  
Is there anyone I could call?""  
""No and thank you, please Madam.  
I ain't lost, just wandering""  
  
Round my hometown  
Memories are fresh  
Round my hometown  
Ooh the people I've met  
Are the wonders of my world  
Are the wonders of my world  
Are the wonders of this world  
Are the wonders of now  
  
I like it in the city when the air is so thick and opaque  
I love to see everybody in short skirts, shorts and shades  
I like it in the city when two worlds collide  
You get the people and the government  
Everybody taking different sides  
  
Shows that we ain't gonna stand shit  
Shows that we are united  
Shows that we ain't gonna take it  
Shows that we ain't gonna stand shit  
Shows that we are united  
  
Round my hometown  
Memories are fresh  
Round my hometown  
Ooh the people I've met yea  
  
Are the wonders of my world  
Are the wonders of my world  
Are the wonders of this world  
Are the wonders of my world  
Of my world, yeah  
Of my world  
Of my world, yeah

"
42Uw9frN5ZVX40mRU3hHFL,Adele,21,I'll Be Waiting,54,241351,False,0.547,0.848,2,-2.684,1,0.0367,0.049,0.0,0.114,0.749,160.063,4,british,"Hold me closer, one more time,  
Say that you love me in your last goodbye,  
Please forgive me, for my sins,  
Yes, I swam dirty waters,  
But you pushed me in,  
I've seen your face, under every sky,  
Over every border and on every line,  
You know my heart, more than I do,  
We were the greatest, me and you,  
  
But we had time against us,  
And miles between us,  
The heavens cried,  
I know I left you speechless,  
But now the sky has cleared and it's blue,  
And I see my future in you,  
  
I'll be waiting for you when you're ready to love me again,  
I'll put my hands up,  
I'll do everything different,  
I'll be better to you,  
I'll be waiting for you when you're ready to love me again,  
I'll put my hands up,  
I'll be somebody different,  
I'll be better to you,  
  
Let me stay here for just one more night,  
Build your world around me,  
And pull me to the light,  
So I can tell you that I was wrong,  
I was a child then, but now I'm willing to learn,  
  
But we had time against us,  
And miles between us,  
The heavens cried,  
I know I left you speechless,  
But now the sky has cleared and it's blue,  
And I see my future in you,  
  
I'll be waiting for you when you're ready to love me again,  
I'll put my hands up,  
I'll do everything different,  
I'll be better to you,  
I'll be waiting for you when you're ready to love me again,  
I'll put my hands up,  
I'll be somebody different,  
I'll be better to you,  
  
Time against us,  
Miles between us,  
Heavens cried,  
I know I left you speechless,  
Time against us,  
Miles between us,  
Heavens cried,  
I know I left you speechless,  
I know I left you speechless  
  
I'll be waiting  
I'll be waiting for you when you're ready to love me again,  
I'll put my hands up,  
I'll do everything different,  
I'll be better to you,  
I'll be waiting for you when you're ready to love me again,  
I'll put my hands up,  
I'll be somebody different,  
I'll be better for you,

"
43Bcg5ckW8WchRzyPZA0u1,Adele,21,Take It All,55,228293,False,0.415,0.266,0,-8.44,1,0.0308,0.957,1.18e-06,0.183,0.282,138.096,4,british,"Didn't I give it all?  
Tried my best  
Gave you everything I had, everything and no less  
Didn't I do it right? Did I let you down?  
Maybe you got too used to having me 'round  
Still how can you walk away  
From all my tears  
It's gonna be an empty road without me right here  
But go on and take it, take it all with you  
Don't look back at this crumbling fool  
Just take it all with my love, take it all with my love  
  
Maybe I should leave, to help you see  
Nothing is better than this and this is everything we need  
So is it over? Is this really it, you're giving up so easily  
I thought you loved me more than this  
  
But go on, go on, take it, take it all with you  
Don't look back at this crumbling fool  
Just take it all with my love, take it all with my love  
  
I will change if I must  
Slow it down and bring it home, I will adjust  
Oh if only, if only you knew  
Everything I do, is for you  
  
But go on and take it, take it all with you  
Don't look back at this crumbling fool  
Just take it, take it all with you  
Don't look back at this crumbling fool  
Just take it all, with my love  
Take it all with my love  
Take it all with my love

"
3cCPT7eJhpYXXlH2pbWhfP,Adele,19,Hometown Glory,55,271226,True,0.436,0.336,10,-8.517,0,0.037,0.962,3.4e-05,0.102,0.21,122.456,4,british,"I've been walking in the same way as I did  
Missing out the cracks in the pavement  
And turning my heel and strutting my feet  
""Is there anything I can do for you dear?  
Is there anyone I could call?""  
""No and thank you, please Madam.  
I ain't lost, just wandering""  
  
Round my hometown  
Memories are fresh  
Round my hometown  
Ooh the people I've met  
Are the wonders of my world  
Are the wonders of my world  
Are the wonders of this world  
Are the wonders of now  
  
I like it in the city when the air is so thick and opaque  
I love to see everybody in short skirts, shorts and shades  
I like it in the city when two worlds collide  
You get the people and the government  
Everybody taking different sides  
  
Shows that we ain't gonna stand shit  
Shows that we are united  
Shows that we ain't gonna take it  
Shows that we ain't gonna stand shit  
Shows that we are united  
  
Round my hometown  
Memories are fresh  
Round my hometown  
Ooh the people I've met yea  
  
Are the wonders of my world  
Are the wonders of my world  
Are the wonders of this world  
Are the wonders of my world  
Of my world, yeah  
Of my world  
Of my world, yeah

"
66790TBuwlIrGxWWTVc6yl,Nick Drake,Five Leaves Left,Day Is Done,56,146026,False,0.487,0.298,2,-15.225,0,0.0328,0.603,0.682,0.161,0.457,124.332,4,british,"When the day is done  
Down to earth then sinks the sun  
Along with everything that was lost and won  
When the day is done  
  
When the day is done  
Hope so much your race will be all run  
Then you find you jumped the gun  
Have to go back where you begun  
When the day is done  
  
When the night is cold  
Some get by but some get old  
Just to show life's not made of gold  
When the night is cold  
  
When the bird has flown  
Got no-one to call your own  
Got no place to call your home  
When the bird has flown  
  
When the game's been fought  
You sped the ball across the court  
Lost much sooner than you would have thought  
Now the game's been fought  
  
When the party's through  
Seems so very sad for you  
Didn't do the things you meant to do  
Now there's no time to start anew  
Now the party's through  
  
When the day is done  
Down to earth then sinks the sun  
Along with everything that was lost and won  
When the day is done

"
78FzQfooQzB43sGzlpI2At,Whitesnake,Whitesnake's Greatest Hits,Is This Love,57,284400,False,0.493,0.747,0,-8.521,1,0.0298,0.0711,0.0,0.138,0.536,90.239,4,british,"I should have known better  
Than to let you go alone  
It's times like these  
I can't make it on my own  
Wasted days, and sleepless nights  
An' I can't wait to see you again  
  
I find I spend my time  
Waiting on your call  
How can I tell you, babe  
My back's against the wall  
I need you by my side  
To tell me it's alright  
'Cause I don't think I can take anymore  
  
Is this love that I'm feeling  
Is this the love that I've been searching for  
Is this love or am I dreaming  
This must be love  
'Cause it's really got a hold on me  
A hold on me  
  
I can't stop the feeling  
I've been this way before  
But, with you I've found the key  
To open any door  
I can feel my love for you  
Growing stronger day by day  
An' I can't wait too see you again  
So I can hold you in my arms  
  
Is this love that I'm feeling  
Is this the love that I've been searching for  
Is this love or am I dreaming  
This must be love  
'Cause it's really got a hold on me  
A hold on me  
  
Is this love that I'm feeling  
Is this the love that I've been searching for  
  
Is this love or am I dreaming

"
1Ty11iX5DIhZRRD9zCHP3l,Adele,19,Melt My Heart To Stone,52,203906,False,0.353,0.388,11,-7.091,0,0.0366,0.346,0.0,0.215,0.19,80.67,4,british,"Right under my feet there's air made of bricks  
Pulls me down turns me weak for you  
I find myself repeating like a broken tune  
And I'm forever excusing your intentions  
That I give in to my pretendings  
Which forgive you each time  
Without me knowing  
They melt my heart to stone  
  
[Chorus]  
And I hear your words that I made up  
You say my name like there could be an us  
I best tidy up my head I'm the only one in love  
I'm the only one in love  
  
Each and every time I turn around to leave  
I feel my heart begin to burst and bleed  
So desperately I try to link it with my head  
But instead I fall back to my knees  
As you tear your way right through me  
I forgive you once again  
Without me knowing  
You've burnt my heart to stone  
  
And I hear your words that I made up  
You say my name like there could be an us  
I best tidy up my head I'm the only one in love  
I'm the only one in love  
  
Why do you steal my hand  
Whenever I'm standing my own ground  
You build me up, then leave me dead  
  
I hear your words you made up  
I say your name like there should be an us  
I best tidy up my head I'm the only one, in love  
I'm the only one in love

"
3FYqKyAKIB4mCygIFc1IYn,Adele,19,Daydreamer,51,220506,False,0.807,0.105,9,-13.188,1,0.0412,0.964,0.0,0.103,0.372,109.014,4,british,"Daydreamer  
Sitting on the sea  
Soaking up the sun  
He is a real lover  
And making up the past  
Feeling up his girl  
Like he's never felt a figure before  
  
A jaw dropper  
Looks good when he walks  
Is the subject of their talk  
He would be hard to chase  
But good to catch  
And he could change the world  
With his hands behind his back, oh  
  
You can find him sittin' on your doorstep  
Waiting for a surprise  
And he will feel like he's been there for hours  
And you can tell that he'll be there for life  
  
Daydreamer  
With eyes that make you melt  
He lends his coat for shelter  
Plus he's there for you  
When he shouldn't be  
But he stays all the same  
Waits for you  
Then sees you through  
  
There's no way I  
Could describe him  
What I'll say is  
Just what I'm hoping for  
  
But I will find him sittin' on my doorstep  
Waiting for a surprise  
And he will feel like he's been there for hours  
And I can tell that he'll be there for life  
And I can tell that he'll be there for life

"
4KBOPKYE7aLnQrZqLn494s,Wishbone Ash,Sweet Home Alabama,Ships In The Sky,0,179666,False,0.419,0.289,7,-12.532,0,0.0283,0.134,0.000757,0.174,0.236,143.901,3,british,"Morning morning give me something  
Open my eyes to a new way  
Wailing sailing wind of wonder  
Carry me cross your dividing line  
Ships in the sky, I've seen 'em pass by  
Shining bright in the night  
Don't look behind you  
Do I imagine these footsteps behind me  
Can't see with this smog in my face  
Tracy trace your hands they are shaking  
Tell me what you have seen  
Ships in the sky, I've seen 'em pass by  
Shining bright in the night  
Don't look behind you  

"
0IVFvmvdHebQ4t8KMKIk48,Wishbone Ash,Best 70s Rock Tunes,Ships In The Sky,0,179666,False,0.419,0.289,7,-12.532,0,0.0283,0.134,0.000757,0.174,0.236,143.901,3,british,"Morning morning give me something  
Open my eyes to a new way  
Wailing sailing wind of wonder  
Carry me cross your dividing line  
Ships in the sky, I've seen 'em pass by  
Shining bright in the night  
Don't look behind you  
Do I imagine these footsteps behind me  
Can't see with this smog in my face  
Tracy trace your hands they are shaking  
Tell me what you have seen  
Ships in the sky, I've seen 'em pass by  
Shining bright in the night  
Don't look behind you  

"
1LyhgFAenhTUCe78XkpJZ9,Wishbone Ash,Best 70s Rock Tunes,Ships In The Sky,0,179666,False,0.419,0.289,7,-12.532,0,0.0283,0.134,0.000757,0.174,0.236,143.901,3,british,"Morning morning give me something  
Open my eyes to a new way  
Wailing sailing wind of wonder  
Carry me cross your dividing line  
Ships in the sky, I've seen 'em pass by  
Shining bright in the night  
Don't look behind you  
Do I imagine these footsteps behind me  
Can't see with this smog in my face  
Tracy trace your hands they are shaking  
Tell me what you have seen  
Ships in the sky, I've seen 'em pass by  
Shining bright in the night  
Don't look behind you  

"
2Mu0WHDu931jSNOC6GDIp5,Adele,19,Crazy For You,52,208040,False,0.707,0.139,7,-12.3,1,0.0507,0.91,0.0,0.105,0.323,85.868,3,british,"Found myself today singing out your name,  
You said I'm crazy,  
If I am I'm crazy for you.  
  
Sometimes sitting in the dark wishing you were here  
Turns me crazy,  
But it's you who makes me lose my head.  
  
And every time I'm meant to be acting sensible  
You drift into my head  
And turn me into a crumbling fool.  
  
Tell me to run and I'll race,  
If you want me to stop I'll freeze,  
And if you want me gone. I'll leave, just hold me closer baby,  
And make me crazy for you.  
Crazy for you.  
  
Lately with this state I'm in I can't help myself but spin.  
I wish you'd come over,  
Send me spinning closer to you.  
  
My oh my, how my blood boils, it's sweet taste for you,  
Strips me down bare  
And gets me into my favorite mood.  
  
I keep on trying, fighting these feelings away,  
But the more I do,  
The crazier I turn into.  
  
Pacing floors and opening doors,  
Hoping you'll walk through  
And save me boy,  
Because I'm too crazy for you.  
Crazy for you

"
78foNmu2hGDPwm3cJVlikF,Adele,19,Cold Shoulder,52,191866,False,0.65,0.82,0,-5.344,1,0.047,0.00217,0.0,0.133,0.35,109.955,4,british,"You say it's all in my head  
And the things I think just don't make sense  
So where you been then? Don't go all coy  
Don't turn it round on me like it's my fault  
See I can see that look in your eyes  
The one that shoots me each and every time  
  
You grace me with your cold shoulder  
Whenever you look at me I wish I was her  
You shower me with words made of knives  
Whenever you look at me I wish I was her  
  
These days when I see you  
You make it look like I'm see-through  
Do tell me why you waste our time  
When your heart ain't in it, and you're not satisfied  
You know I know just how you feel  
I'm starting to find myself feeling that way too  
  
When you grace me with your cold shoulder  
Whenever you look at me I wish I was her  
You shower me with words made of knives  
Whenever you look at me I wish I was her  
  
Time and time again, I play the role of fool  
(Just for you)  
Even in the daylight when you think that  
(I don't see you)  
Try to look for things I hear but our eyes never find  
Though I do know how you play  
  
You grace me with your cold shoulder  
Whenever you look at me I wish I was her  
You shower me with words made of knives  
Whenever you look at me I wish I was her  
  
You grace me with your cold shoulder  
Whenever you look at me I wish I was her  
You shower me with words made of knives  
Whenever you look at me I wish I was her

"
1tQ5TSr1tyeQUbHKBee0jv,Whitesnake,Whitesnake's Greatest Hits,Here I Go Again,58,232800,False,0.484,0.877,7,-5.434,1,0.0337,0.151,0.00017,0.14,0.687,92.975,4,british,"I don't know where I'm goin'  
But I sure know where I've been  
Hanging on the promises in songs of yesterday  
An' I've made up my mind, I ain't wasting no more time  
Here I go again, here I go again  
  
Tho' I keep searching for an answer  
I never seem to find what I'm looking for  
Oh Lord, I pray you give me strength to carry on  
'Cause I know what it means to walk along the lonely street of dreams  
  
Here I go again on my own  
Goin' down the only road I've ever known  
Like a drifter I was born to walk alone  
An' I've made up my mind, I ain't wasting no more time  
  
Just another heart in need of rescue  
Waiting on love's sweet charity  
An' I'm gonna hold on for the rest of my days  
'Cause I know what it means to walk along the lonely street of dreams  
  
And here I go again on my own  
Goin' down the only road I've ever known  
Like a drifter I was born to walk alone  
An' I've made up my mind, I ain't wasting no more time  
But here I go again, here I go again,  
Here I go again, here I go  
  
'Cause I know what it means to walk along the lonely street of dreams  
Here I go again on my own  
Goin' down the only road I've ever known  
Like a drifter I was born to walk alone  
An' I've made up my mind, I ain't wasting no more time  
Here I go again on my own  
Goin' down the only road I've ever known  
Like a drifter I was born to walk alone  
'Cause I know what it means to walk along the lonely street of dreams  
  
Here I go again on my own  
Goin' down the only road I've ever known  
Like a drifter I was born to walk alone

"
6meH4I9A4WZtD3z8hnQKqr,Nick Drake,Pink Moon,From The Morning,58,150850,False,0.644,0.325,0,-11.056,1,0.036,0.869,0.0511,0.11,0.367,108.933,4,british,"A day once dawned  
And it was beautiful  
A day once dawned from the ground  
Then the night she fell  
And the air was beautiful  
The night she fell all around  
  
So look see the days  
The endless coloured ways  
And go play the game that you learnt  
From the morning  
  
And now we rise  
And we are everywhere  
And now we rise from the ground  
And see she flies  
And she is everywhere  
See she flies all around  
  
So look see the sights  
The endless summer nights  
And go play the game that you learnt  
  
From the morning

"
5zqJlEJcn0EfnvAScH8swK,The Beatles,Yellow Submarine Songtrack,All You Need Is Love,53,226666,False,0.364,0.483,7,-8.22,1,0.0317,0.281,1.53e-06,0.113,0.7,102.967,4,british,"Love, love, love, love, love, love, love, love, love.  
  
There's nothing you can do that can't be done.  
Nothing you can sing that can't be sung.  
Nothing you can say, but you can learn  
How to play the game  
It's easy.  
Nothing you can make that can't be made.  
No one you can save that can't be saved.  
Nothing you can do, but you can learn  
How to be you in time  
It's easy.  
  
All you need is love, all you need is love,  
All you need is love, love. Love is all you need.  
Love, love, love, love, love, love, love, love, love.  
All you need is love, all you need is love,  
All you need is love, love. Love is all you need.  
  
There's nothing you can know that isn't known.  
Nothing you can see that isn't shown.  
There's nowhere you can be that isn't where  
You're meant to be  
It's easy.  
  
All you need is love, all you need is love,  
All you need is love, love. Love is all you need.  
All you need is love. (All together now).  
All you need is love. (Everybody).  
All you need is love, love. Love is all you need.  
Love is all you need.  
Love is all you need  
  
(Yesterday)  
(Oh yeah)  
(She love you, yeah, yeah, yeah)  
(She love you, yeah, yeah, yeah)  
(Oh, yesterday)

"
5ir0VEsMI7cLhN6SEiaKol,Nick Drake,Pink Moon,Road,56,119450,False,0.586,0.426,4,-8.673,0,0.0362,0.842,0.815,0.0898,0.793,150.968,4,british,"You can say the sun is shining if you really want to  
I can see the moon and it seems so clear  
You can take the road that takes you to the stars now  
I can take a road that'll see me through  
I can take a road that'll see me through.  
  
You can take a road that takes you to the stars now  
I can take a road that'll see me through  
I can take a road that'll see me through  
I can take a road that'll see me through.

"
35Vb6CUvrLrpC9JOmh5NhH,Adele,Send My Love (To Your New Lover),Send My Love (To Your New Lover),42,223078,False,0.688,0.533,6,-8.363,0,0.0865,0.0355,3.48e-06,0.172,0.567,164.069,4,british,"[Intro]  
Just the guitar?  
Okay, cool  
  
[Verse 1]  
This was all you, none of it me  
You put your hands on on my body and told me  
Told me you were ready  
For the big one, for the big jump  
I'd be your last love everlasting, you and me  
Mmm, that was what you told me  
  
[Pre-Chorus]  
I'm giving you up  
I've forgiven it all  
You set me free, oh  
  
[Chorus]  
Send my love to your new lover  
Treat her better  
We've gotta let go of all of our ghosts  
We both know we ain't kids no more  
Send my love to your new lover  
Treat her better  
We've gotta let go of all of our ghosts  
We both know we ain't kids no more  
  
[Verse 2]  
I was too strong, you were trembling  
You couldn't handle the hot heat rising (rising)  
Mmm, baby I'm so rising  
I was running, you were walking  
You couldn't keep up, you were falling down (down)  
Mmm, there's only one way down  
  
[Pre-Chorus]  
I'm giving you up  
I've forgiven it all  
You set me free, oh  
  
[Chorus]  
Send my love to your new lover  
Treat her better  
We've gotta let go of all of our ghosts  
We both know we ain't kids no more  
Send my love to your new lover  
Treat her better  
We've gotta let go of all of our ghosts  
We both know we ain't kids no more  
  
[Bridge]  
If you're ready, if you're ready  
If you're ready, I am ready  
If you're ready, if you're ready  
We both know we ain't kids no more  
No, we ain't kids no more  
  
[Pre-Chorus]  
I'm giving you up  
I've forgiven it all  
You set me free, oh  
  
[Chorus]  
Send my love to your new lover  
Treat her better  
We've gotta let go of all of our ghosts  
We both know we ain't kids no more  
Send my love to your new lover  
Treat her better  
We've gotta let go of all of our ghosts  
We both know we ain't kids no more  
  
[Outro]  
If you're ready, if you're ready (Send my love to your new lover)  
If you're ready, are you ready? (Treat her better)  
We've gotta let go of all of our ghosts  
We both know we ain't kids no more  
If you're ready, if you're ready (Send my love to your new lover)  
If you're ready, are you ready? (Treat her better)  
We've gotta let go of all of our ghosts  
We both know we ain't kids no more

"
5J3Mf6dyqeGy67yuQ7ql9B,The Beatles,Love,I Want To Hold Your Hand,46,82397,False,0.287,0.753,7,-7.587,1,0.0387,0.0652,0.0,0.288,0.882,130.637,4,british,"Oh yeah I tell you somethin'  
I think you'll understand  
When I say that somethin'  
I want to hold your hand  
I want to hold your hand  
I want to hold your hand  
  
Oh please say to me  
You'll let me be your man  
And please say to me  
You'll let me hold your hand  
Now, let me hold your hand  
I want to hold your hand  
  
And when I touch you  
I feel happy inside  
It's such a feelin' that my love  
I can't hide  
I can't hide  
I can't hide  
  
Yeah, you got that somethin'  
I think you'll understand  
When I say that somethin'  
I want to hold your hand  
I want to hold your hand  
I want to hold your hand  
  
And when I touch you  
I feel happy inside  
It's such a feelin' that my love  
I can't hide  
I can't hide  
I can't hide  
  
Yeah, you got that somethin'  
I think you'll understand  
When I feel that somethin'  
I want to hold your hand  
I want to hold your hand  
I want to hold your hand  
I want to hold your hand

"
